Category,Film Title,Speech,Winner,Year
 Visual Effects, What Dreams May Come,"Whoo!  What dreams have come.  We'd like to thank Vincent Ward for his amazing vision.  Stephen Simon, Barnet Bain, for their faith.  Ellen Somers, Eugenio Zanetti, all the folks at Interscope.  And I'd like to thank my colleagues at Manex Entertainment, and my wife Robin and kids.  And Nick...NICHOLAS BROOKS:Thank you for letting us make something beautiful and cruelty-free.  And this one's for Mass.Illusion.  To Pierre Jasmin, Mike Schmitt, Donna Langston, and to Joshua Rosen.  And this to my wife and my family.  Thank you.STUART ROBERTSON:Thanks to Mary(?), my family, Mike Joyce, Rocco, Deak, and Yannick.  Ken, Andrea, Lawrence and David.  Ellen Somers and POP Film.  Mack...KEVIN MACK:I want to thank Scott Ross and all the wonderful folks at Digital Domain, and my family.  Love is groovy.  Be positive."," Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack", 1998 (71st) Academy Awards
 Visual Effects, The Matrix,"Futurize filmmaking, Andy and Larry Wachowski, this is their vision on the screen.  These guys made my decade, they gave my career a path and I am most thankful.  And they are great friends of all of ours.  They're very... by the heart they're making their films.  I'd like to dedicate this to my son Skylar*, this is inspiration.  I'd like to thank my wife Rose for standing by me through all of this.  I'd like to thank the executive producers Barrie Osborne, Andrew Mason, ultra-producer Joel Silver.  I'd like to thank Lorenzo Di Bonaventura of Warner Bros. for standing behind a very risky picture and really making this film what the filmmakers wanted it to be.  I want to point out that there are some great visual effects companies that did this picture. MVFX's Rob Bobo, thank you very much for putting all of your efforts behind innovation, behind the spirit of doing visual effects in service to a story. I'd like to thank Animal Logic and Dfilm for quality work and a great experience.  And most of all, the artists.  Whatisthematrix.com, go there."," John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum", 1999 (72nd) Academy Awards
 Visual Effects, Gladiator,"Wow!  Thank you, members of the Academy, for this great honor.  First and foremost, I'd like to thank our director Ridley Scott for his genius, vision, leadership and trust.  I'd like to thank all my great team at Mill Film London who did the visual effects:  Tim Burke, Rob Harvey, Laurent Huguenolt, Nikki Penny, Emma Norton, Nancy St. John, to Bill Schultz, a ton of other people I'm just forgetting right now.  I'd like to thank our great practical and prosthetic effect team of Neil Corbould's, with Neil Corbould, Paul and Ian Corbould, Trevor Wood, John Evans, Michelle Taylor and Dave Hunter.  I'd like to thank everyone at DreamWorks and Universal.  They're a class act, a pleasure to work with.  I'd like to thank my wife Deborah, my son Miles, my mom in heaven, my dad and family in Detroit.  Happy birthday, Dad, I love you."," John Nelson, Neil Corbould, Tim Burke, Rob Harvey", 2000 (73rd) Academy Awards
 Visual Effects, The Lord of the Rings: The Fellowship of the Ring,"I just want to say thank you to J. R. R. Tolkien who wrote it, Peter Jackson who directed it, New Line who supported it.  My wife and family, Theresa, Sara and Jackson, who supported me.  And the amazing artists at Weta Digital in New Zealand.  Here it is.RICHARD TAYLOR:We wanted to weave a tapestry of heightened reality with the visual effects on ""Lord of the Rings.""  And a tribute has to go to Alex Funke, DOP of the miniatures department. Carla Fry, who was there with us from the beginning. The wonderful people at the Weta Workshop, Mary Machlachlan, John Baster, Jason Docherty and Gino Acevedo, for their work with the creatures.  And all of my good friends back at home and especially my partner Tania.  I send my love to you."," Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson", 2001 (74th) Academy Awards
 Visual Effects, The Lord of the Rings: The Two Towers,"Thank you, Academy.  Thank you, Peter Jackson for directing three pieces of cinematic history and allowing us to be involved in it.  Fran Walsh, Barrie Osborne, New Line, Mark Ordesky, Lauren Ritchie, Dean Wright, Libby Hazell. My family, Theresa, Sara and Jackson.  And Weta Digital in Wellington, New Zealand.JOE LETTERI:Thank you all for this amazing award.  Thanks especially to the incredible people at Weta Digital and Weta Workshop who helped make this all possible. And thanks, Abby and Sophia.RANDALL WILLIAM COOK:Especially our amazing animation department.  [Music plays.]"," Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke", 2002 (75th) Academy Awards
 Visual Effects, The Lord of the Rings: The Return of the King,"A trilogy of thank yous to the Academy, the amazingly brilliant Peter Jackson--wherever you are out there--Fran Walsh, Barrie Osborne, Lauren Ritchie.  My vfx crew:  Dean Wright, Libby Hazell, Aaron Cowan.  All the people on Weta.  And Theresa, Sara and Jackson, my family.RANDALL WILLIAM COOK:Thanks to you for being so generous to us for the last three years running. Thanks, Pete.  And thanks to my wonderful animation team.JOE LETTERI:Thanks, everyone, for the amazing reception we've gotten to the work.  Thank you, Eileen Moran, for keeping it all together; Peter and Fran, for being such an inspiration; everyone at Weta Digital, for that burst of creative energy. Thank you.ALEX FUNKE:Thank you, Peter, Fran, Barrie, Richard, my darling wife Emmy, and my brilliant Kiwi effects team.  Thank you!"," Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke", 2003 (76th) Academy Awards
,,,,
 Visual Effects, King Kong,"Thank you.  This is tremendous.  For those of us who aren't actors it's really a thrill to be able to create a character and a performance like ""Kong,"" but I've got to say we had a really great actor working with us the whole time to show us how it's done.  I've got to thank Andy Serkis for really giving us the heart of ""Kong,"" thank you.  Peter Jackson, Peter, thank you for continuing to surprise us and delight us, guide us, and for making films that we all love.  Fran Walsh, Philippa Boyens, thank you for giving us this incredible story.  To our producers Caro Cunningham, Jan Blenkin, Eileen Moran, Annette Wullems, thank you for keeping it all together.  To everyone at Weta, just a fantastic group of artists, we love working with you, thanks for your dedication.  And to all of our friends at Universal, thank you for making it all happen."," Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor", 2005 (78th) Academy Awards
 Visual Effects, Pirates of the Caribbean: Dead Man's Chest,"You know the naysayers said that four blind kids from the Bronx couldn't make it in visual effects, but here we are. First, I got to thank Jerry Bruckheimer for entrusting us with this great big project. Thanks to Gore Verbinski; your vast imagination, your humor, your tireless work ethic, and that's why we're up here so thank you. Bill Nighy, thanks for being such a wonderful partner in creating this character. Sorry about the deeply embarrassing computer pajamas, but we think it was worth it. And thanks to the crew.HAL HICKEL:My son, Lex Addison, the pinkie promise worked. Okay, bud. Thanks very much. I love you."," John Knoll, Hal Hickel, Charles Gibson and Allen Hall", 2006 (79th) Academy Awards
 Visual Effects, The Golden Compass,"We just want to say:  Thank you!  [All yell.]We just want a small quote here from Walt Disney, who said, ""It's kind of fun to do the impossible.""  And along with that, I just want to extend some thanks to Phil Pullman, Chris Weitz, Susan MacLeod, our producers, our incredible crew from all over the world.  And especially to our families, and to my wife Melissa and my handsome son Alex.BILL WESTENHOFER:And to my family; and Rhythm &amp; Hues; and Sue Rowe who's out there watching this, thank you.BEN MORRIS:Thank you to my family and my wonderful crew at Framestore CFC.TREVOR WOOD:A great crew and a great family.  Thank you very much indeed."," Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood", 2007 (80th) Academy Awards
 Visual Effects, The Curious Case of Benjamin Button,"Oh my god.  On behalf of myself, Steve Preeg, Burt Dalton and Craig Barron, I'd like to thank the Academy for this incredible honor.  I'd also like to thank Edson Williams and his team at Lola Visual Effects and Nathan McGuinness and his team at Asylum as well as all the other visual effects teams that worked so hard on this film.  I'd like to thank our amazing team at Digital Domain, my mentor Ed Ulbrich, my wonderful producer Lisa Beroud, the woman who is my biggest supporter, my wife Roma.  Kathleen Kennedy, Frank Marshall and Ceán Chaffin for trusting we could actually pull this off.  Brad Pitt for an amazing performance.  And of course David Fincher for giving us all the opportunity to work on this film.  To my kids, Cole and Nicolette, I'd just like to say:  Work hard, do good work and never give up.  Thank you."," Eric Barba, Steve Preeg, Burt Dalton and Craig Barron", 2008 (81st) Academy Awards
 Visual Effects, Avatar,"Thank you on behalf of all of us here. ""Avatar"" is a film about learning to see the world in new ways, and for that extraordinary inspiration I have to thank our director James Cameron.  Jim, it was an honor to work with you on this.  It was amazing.  Also, Jon Landau.  Jon, you were such a champion of the film.  Thank you very much for that.  Everyone at Lightstorm who was so helpful; Eileen Moran and everyone at Weta Digital for your talent and creativity; John Kilkenny; all of our friends at Fox.  Sam Worthington, Zoë Saldana, Sigourney Weaver, all of our great cast, thank you for trusting us with your performances.  I know that couldn't have been easy.To everyone watching, thank you for the great appreciation you've shown for our film. And just remember, the world that we live in is just as amazing as the one we created for you.  Thank you."," Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones", 2009 (82nd) Academy Awards
 Visual Effects, Inception,"Well, it feels like that top is still spinning, but I don't really care anymore.  Thank you very much, Chris, Emma, Warner Bros.  Thank you to my producers, Matt Plummer and Mike Chambers.  Thank you to the brilliant visual effects team at Double Negative back in London, and to my amazing wife and our wonderful kids, my mum and dad back in Cheshire, and to the Academy for this.CHRIS CORBOULD:I just want to share this with my amazing special effects teams in Los Angeles, Canada, France, Morocco, and my great crew in the UK.  And also to their families for their support, especially my wife Lynne and the kids. Great.  Thank you."," Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb", 2010 (83rd) Academy Awards
